	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:FW P:NNC square 1719 40 		Context - ay|LM seventy|NNC *square|NNC* meters|NNC (|PMS 
G:FW P:NNC square 1719 8 		Context - mga|DTCP thirty|NNC *square|NNC* meters|NNC (|PMS 
G:FW P:NNC states 2507 34 		Context - ang_mga|DTCP Papal|NNP *states|NNC* .|PMP 
G:FW P:NNC strings 2975 114 		Context - )|PMS at|CCA *strings|NNC* .|PMP 
G:FW P:NNC subdivision 2767 2 		Context - Karamihan|PRI ng|CCB *subdivision|NNC* sa|CCT Gyeongju|NNP 
G:FW P:NNC subset 1789 4 		Context - ang|DTC isang|PRI_CCP *subset|NNC* ng_mga|DTCP rationals|NNC 
G:FW P:NNC subset 2941 9 		Context - na|CCP mga|DTCP *subset|NNC* ito|PRO ng|CCB 
G:FW P:NNC suburb 2143 18 		Context - na|CCP mga|DTCP *suburb|NNC* ng|CCB lungsod|NNC 
G:FW P:NNC suburban 2860 36 		Context - ,|PMC ng|CCB *suburban|NNC* trains|FW )|PMS 
G:FW P:NNC suburbs 1946 12 		Context - na|RBI ang_mga|DTCP *suburbs|NNC* ng|CCB Oxley|NNP 
G:FW P:NNC swamps 1906 10 		Context - pagkakaroon|NNC ng_mga|DTCP *swamps|NNC* at|CCA lawa|NNC 
G:FW P:NNC system 2437 6 		Context - positional|NNC number|NNC *system|NNC* ,|PMC ito|PRO 
G:FW P:NNC taarab 1029 18 		Context - kuwerdas|NNC na|CCP *taarab|NNC* hanggang|RBW sa|CCT 
G:FW P:NNC tails 1218 6 		Context - at|CCA dust|NNC *tails|NNC* ,|PMC nagpakita|VBTS 
G:FW P:NNC taxon 155 4 		Context - mas|JJCC malaking|JJD_CCP *taxon|NNC* na|CCP Ankylosauria|NNP 
G:FW P:NNC tennis 1459 14 		Context - Court|NNP sa|CCT *tennis|NNC* .|PMP 
G:FW P:NNC tenor 2975 83 		Context - alto|NNC ,|PMC *tenor|NNC* at|CCA bass|FW 
G:FW P:NNC terminal 1220 3 		Context - sapat|JJD na|CCP *terminal|NNC* performance|NNC ang|DTC 
G:FW P:NNC terrain 1790 10 		Context - na|CCP mayroong|VBH_CCP *terrain|NNC* na|CCP sumusunog|VBTR_VBAF 
G:FW P:NNC testis 572 22 		Context - taong|NNC_CCP may|VBH *testis|NNC* at|CCA ovary|FW 
G:FW P:NNC thirty 1719 7 		Context - ay|LM mga|DTCP *thirty|NNC* square|NNC meters|NNC 
G:FW P:NNC ti 2763 32 		Context - ang|DTC hán|NNP *ti|NNC* ay|LM naging|VBTS 
G:FW P:NNC tie-break 1860 8 		Context - sistema|NNC ng|CCB *tie-break|NNC* ,|PMC at|CCA 
G:FW P:NNC timescales 1177 20 		Context - liwanag|NNC sa|CCT *timescales|NNC* ng_mga|DTCP ilang|PRQ_CCP 
G:FW P:NNC tourism 1280 12 		Context - district|NNC ,|PMC *tourism|NNC* zone|NNC at|CCA 
G:FW P:NNC transit 445 11 		Context - pagtaas|NNC sa|CCT *transit|NNC* fees|NNC ang|DTC 
G:FW P:NNC triangle 2975 97 		Context - timpani|NNC ,|PMC *triangle|NNC* (|PMS ika-apat|JJN 
G:FW P:NNC tryptophan 2626 18 		Context - pagkawalan|NNC ng|CCB *tryptophan|NNC* .|PMP 
G:FW P:NNC tsiminea 428 31 		Context - isang|PRI_CCP karaniwang|JJD_CCP *tsiminea|NNC* ng|CCB bahay|NNC 
G:FW P:NNC tupelo 1534 40 		Context - ,|PMC at|CCA *tupelo|NNC* .|PMP 
G:FW P:NNC typus 2227 10 		Context - na|RBI ang|DTC *typus|NNC* ay|LM patuloy|RBD 
G:FW P:NNC unit 664 6 		Context - 32|CDB patrol|NNC *unit|NNC* galing_sa|RBL dalawang|JJN_CCP 
G:FW P:NNC university 83 26 		Context - naisama|VBTS sa|CCT *university|NNC* noong|RBW_CCP Summer|NNP 
G:FW P:NNC unscientific 2698 41 		Context - at|CCA pagiging|VBTR *unscientific|NNC* nito|PRO simula|RBW 
G:FW P:NNC urban 1604 5 		Context - pangangailangan|NNC ng|CCB *urban|NNC* sa|CCT mga|DTCP 
G:FW P:NNC urea 2984 14 		Context - ,|PMC ang|DTC *urea|NNC* ay|LM hindi|RBF 
G:FW P:NNC utilitarian 1646 24 		Context - ,|PMC magiging|VBTF *utilitarian|NNC* .|PMP 
G:FW P:NNC utilitarian 2386 7 		Context - na|CCP maging|VBW *utilitarian|NNC* ay|LM ang|DTC 
G:FW P:NNC utilities 740 30 		Context - karamihan|PRI ng_mga|DTCP *utilities|NNC* at|CCA libraries|NNC 
G:FW P:NNC utopian 2537 19 		Context - makagawa|VBW ng|CCB *utopian|NNC* na|CCP kipunan|VBOF 
G:FW P:NNC variable 2487 17 		Context - bilang|NNC ng_mga|DTCP *variable|NNC* ,|PMC ngunit|CCT 
G:FW P:NNC virus 769 13 		Context - minsan|RBW ang_mga|DTCP *virus|NNC* ay|LM gumagamit|VBTR_VBAF 
G:FW P:NNC voltage 1969 26 		Context - may|VBH core|NNC *voltage|NNC* na|CCP nabawasan|VBTS 
G:FW P:NNC warsha 478 10 		Context - ,|PMC season|NNC *warsha|NNC* (|PMS monsoon|NNC 
G:FW P:NNC wood 953 4 		Context - isang|PRI_CCP balsa|NNC *wood|NNC* loop|NNC na|CCP 
G:FW P:NNC woodbrook 2777 2 		Context - Sa_hilaga|RBL ng|CCB *woodbrook|NNC* sa|CCT may|VBH 
G:FW P:NNC world 1600 18 		Context - sa|CCT mga|DTCP *world|NNC* tour|FW at|CCA 
G:FW P:NNC world 1970 19 		Context - ,|PMC isang|PRI_CCP *world|NNC* record|NNC para_sa|RBB 
G:FW P:NNC world 2162 6 		Context - buong|PRI_CCP Islamic|NNP *world|NNC* ang|DTC Qarmatians|NNP 
G:FW P:NNC world 2705 8 		Context - na|CCP African|NNP *world|NNC* ,|PMC kabilang|CCT 
G:FW P:NNC world 2978 9 		Context - binansagang|VBTS_VBOF Gamma|NNP *world|NNC* cities|FW ,|PMC 
G:FW P:NNC x-ray 2913 12 		Context - anyo|NNC ng_mga|DTCP *x-ray|NNC* ay|LM nauuri|VBTR 
G:FW P:NNC yeoman 1152 5 		Context - malayang|JJD_CCP magsasakang|VBW_CCP *yeoman|NNC* bilang|CCT ehemplo|NNC 
G:FW P:NNC zone 1280 13 		Context - ,|PMC tourism|NNC *zone|NNC* at|CCA lugar|NNC 
G:FW P:NNCA eup 2916 6 		Context - sa|CCT 4|CDB *eup|NNCA* ,|PMC 8|CDB 
G:FW P:NNCA i 2958 52 		Context - v|FW malom|FW *i|NNCA* antikhrist|FW ,|PMC 
G:FW P:NNCA ku 11 5 		Context - ward|NNC (|PMS *ku|NNCA* )|PMS ang|DTC 
G:FW P:NNC_CCP demanding 2501 29 		Context - Supersemar|NNP pundasyong|NNC_CCP *demanding|NNC_CCP* sibil|NNC ay|LM 
G:FW P:NNC_CCP diphthong 2431 6 		Context - ng_mga|DTCP terminong|NNC_CCP *diphthong|NNC_CCP* at|CCA triphthong|VBTR 
G:FW P:NNC_CCP monophthong 1801 13 		Context - patinig|NNC ang_mga|DTCP *monophthong|NNC_CCP* .|PMP 
G:FW P:NNP Academy_of_Sciences 479 26 		Context - sekretarya|NNC ng|CCB *Academy_of_Sciences|NNP* noong|RBW_CCP panahon|NNC 
G:FW P:NNP Conus 252 4 		Context - cone|FW (|PMS *Conus|NNP* bengalensis|FW )|PMS 
G:FW P:NNP Cystic_fibrosis_of_the_pancreas_and_its_relation_to_celiac_disease 1938 11 		Context - artikulong|NNC_CCP "|PMS *Cystic_fibrosis_of_the_pancreas_and_its_relation_to_celiac_disease|NNP* :|PMS a_clinical_and_pathological_study|FW 
G:FW P:NNP FAH-soh 2294 4 		Context - (|PMS bur-Kee-Na|NNP *FAH-soh|NNP* )|PMS ,|PMC 
G:FW P:NNP Gay 2206 20 		Context - pag-aari|NNC .|PMP *Gay|NNP* ,|PMC lesbian|FW 
G:FW P:NNP Lower-middle 2254 0 		Context - *Lower-middle|NNP* hanggang|RBW middle-class|FW 
G:FW P:NNP Poèmes_d'_amour 1010 6 		Context - Cypriot|NNP ang|DTC *Poèmes_d'_amour|NNP* (|PMS 16th|CDB 
G:FW P:NNP Städte 916 39 		Context - (|PMS kreisfreie|FW *Städte|NNP* )|PMS .|PMP 
G:FW P:NNP al-Andalus 2435 12 		Context - kasaysayan|NNC ng|CCB *al-Andalus|NNP* ,|PMC naisagawa|VBTS 
G:FW P:NNP bur-Kee-Na 2294 3 		Context - Faso|NNP (|PMS *bur-Kee-Na|NNP* FAH-soh|NNP )|PMS 
G:FW P:NNP hembygdsrätt 771 10 		Context - kotiseutuoikeus|NNC /|PMS *hembygdsrätt|NNP* )|PMS isang|PRI_CCP 
G:FW P:NNP hán 2763 31 		Context - bagaman|CCT ang|DTC *hán|NNP* ti|NNC ay|LM 
G:FW P:NNP hÚatha 2872 15 		Context - ,|PMC Aicme|NNP *hÚatha|NNP* ,|PMC Aicme|NNP 
G:FW P:NNP kwéyòl 2135 43 		Context - Creole|NNP ,|PMC *kwéyòl|NNP* .|PMP 
G:FW P:NNP nOengusa 2972 17 		Context - ,|PMC Cenel|NNP *nOengusa|NNP* na|CCP tinulad|VBOF 
G:FW P:NNP non-Sunni_Muslims 969 22 		Context - kaunting|PRI_CCP mga|DTCP *non-Sunni_Muslims|NNP* ay|LM pangunahing|JJD_CCP 
G:FW P:NNP être 2785 51 		Context - Pranses|NNP na|CCP *être|NNP* at|CCA ang|DTC 
G:FW P:NNP Æthelfrith 1899 26 		Context - 603|CDB ni|DTP *Æthelfrith|NNP* ng|CCB Northumbria|NNP 
G:FW P:NNPA mac 1853 23 		Context - ni|DTP Comgall|NNP *mac|NNPA* Domangairt|NNP noong|RBW_CCP 
G:FW P:NNPA mac 1899 12 		Context - ni|DTP �?edán|NNP *mac|NNPA* Gabráin|NNP ,|PMC 
G:FW P:NNPA nGabrain 2972 24 		Context - at|CCA Cenel|NNP *nGabrain|NNPA* na|CCP tinulad|VBOF 
G:FW P:NNPA sauros 271 17 		Context - at|CCA saka|CCA *sauros|NNPA* (|PMS “|FW 
G:FW P:NNPA éter 2785 57 		Context - anyong|NNC_CCP *|PMS *éter|NNPA* ,|PMC ay|LM 
G:FW P:RBI man 1731 22 		Context - “|NNP 25|CDB *man|RBI* �?|NNCA na|CCP 
G:FW P:RBI man 2682 17 		Context - Ingles|NNP na|CCP *man|RBI* vs.|NNCA moon|NNC 
G:FW P:RBI_CCP ring 1892 9 		Context - pagpapakain|NNC ng|CCB *ring|RBI_CCP* ng_mga|DTCP katiting|JJD 
G:FW P:RBI_CCP ring 2771 7 		Context - ay|LM ang|DTC *ring|RBI_CCP* na|CCP kalawakan|NNC 
G:FW P:RBI_CCP ring 627 12 		Context - ang|DTC diamond|NNC *ring|RBI_CCP* na|CCP walang|VBN_CCP 
G:FW P:VBOF icurve 1025 25 		Context - ginagawa|VBTR upang|CCB *icurve|VBOF* sa_pamamagitin_ng|CCT pag-ikot|NNC 
G:FW P:VBOF idealist 77 47 		Context - "|PMS Kapag|CCR *idealist|VBOF* ka|PRS gaya|JJC 
G:FW P:VBTR Unemployment 64 0 		Context - *Unemployment|VBTR* rin|RBI ang|DTC 
G:FW P:VBTR perfiolata 204 14 		Context - ,|PMC na|CCP *perfiolata|VBTR* naman|RBI sa|CCT 
G:FW P:VBTR triphthong 2431 8 		Context - diphthong|NNC_CCP at|CCA *triphthong|VBTR* sa|CCT malaponemang|JJD_CCP 
G:FW P:VBTR trivariate 2487 11 		Context - bivariate|NNC ,|PMC *trivariate|VBTR* atbp|NNCA ,|PMC 
G:FW P:VBTS istranded 349 5 		Context - kotse|NNC ay|LM *istranded|VBTS* sa|CCT kanilang|PRSP_CCP 
G:FW P:VBTS napalm 522 9 		Context - paggamit|NNC ng_mga|DTCP *napalm|VBTS* at|CCA molotov|NNC 
G:FW P:VBTS_VBOF minachinegun 2355 8 		Context - pagkakamali|NNC ay|LM *minachinegun|VBTS_VBOF* ang|DTC ika-siyam|JJN 
G:FW P:VBW manager 1996 19 		Context - .|PMP Ang|DTC *manager|VBW* ng|CCB produksyon|NNC 
G:FW P:VBW mantle 1692 23 		Context - at|CCA “|NNCA *mantle|VBW* .|PMP �?|PMS 
G:FW P:VBW maturing 1976 6 		Context - denominated|FW bond|FW *maturing|VBW* sa|CCT taong|NNC_CCP 
G:JJC P:JJCC Mas 1272 0 		Context - *Mas|JJCC* lalong|JJCC_CCP naging|VBTS 
G:JJC P:JJCC higit 1079 5 		Context - 5866|CDB ang|DTC *higit|JJCC* kumulang|VBAF na|CCP 
G:JJC P:JJCC higit 1639 31 		Context - ng|CCB mas|JJCC *higit|JJCC* na|CCP pagbusisi|NNC 
G:JJC P:JJCC kasing 2596 14 		Context - therapy|FW ay|LM *kasing|JJCC* epektibo|JJD ng|CCB 
G:JJC P:JJCC lalo 932 11 		Context - bagay|NNC (|PMS *lalo|JJCC* na|RBI ang|DTC 
G:JJC P:JJCC mas 1871 5 		Context - beses|NNC na|CCP *mas|JJCC* mataas|JJD ang|DTC 
G:JJC P:JJCC medyo 1966 27 		Context - ito|PRO ay|LM *medyo|JJCC* hindi|RBF sang-ayon|NNC 
G:JJC P:JJD Kaugnay 1963 0 		Context - *Kaugnay|JJD* ito|PRO sa|CCT 
G:JJC P:JJD Kaugnay 2818 0 		Context - *Kaugnay|JJD* nito|PRO sa|CCT 
G:JJC P:JJD kaugnay 1828 11 		Context - pagkatapos|VBW ng|CCB *kaugnay|JJD* na|CCP kritikal|NNC 
G:JJC P:JJD kaugnay 2298 14 		Context - pagpapakita|NNC ng|CCB *kaugnay|JJD* na|CCP Hanja|NNP 
G:JJC P:JJD kaugnay 2986 27 		Context - gene|FW ng_mga|DTCP *kaugnay|JJD* na|CCP mga|DTCP 
G:JJC P:JJD kilala 2294 7 		Context - )|PMS ,|PMC *kilala|JJD* rin|RBI sa|CCT 
G:JJC P:JJD malapit 932 21 		Context - Mercury|NNP )|PMS *malapit|JJD* sa|CCT pagsikat|NNC 
G:JJC P:JJD medyo 2412 12 		Context - kung|CCR kaya|CCR *medyo|JJD* madalas|RBW nangyayari|VBTR 
G:JJC P:JJD puro 211 12 		Context - binubuo|VBTR ng|CCB *puro|JJD* libreng|RBD_CCP software|FW 
G:JJC P:NNC kawangis 1160 26 		Context - humahawak|VBTR_VBAF sa|CCT *kawangis|NNC* na|CCP lugar|NNC 
G:JJC P:NNC kawangis 1160 6 		Context - baseball|NNC ay|LM *kawangis|NNC* sa|CCT larong|NNC_CCP 
G:JJC P:NNC kumpara 2418 9 		Context - kabuuang|PRI_CCP pag-angkat|NNC *kumpara|NNC* noong|RBW_CCP nakaraang|RBW_CCP 
G:JJC P:RBD halos 1130 3 		Context - 1991|CDB ,|PMC *halos|RBD* kumpleto|JJD na|CCP 
G:JJC P:VBW kapareha 2025 24 		Context - ,|PMC hindi|RBF *kapareha|VBW* ng|CCB teoryang|NNC_CCP 
G:JJC P:VBW magkasinglakas 521 6 		Context - ng|CCB dalwang|NNC_CCP *magkasinglakas|VBW* na|CCP kampo|NNC 
G:JJCC P:JJC higit 1658 5 		Context - naglalaman|VBTR ng|CCB *higit|JJC* isang|PRI_CCP halaman|NNC 
G:JJCC P:JJC higit 2198 38 		Context - 5|CDB o|CCT *higit|JJC* pa|RBI sa|CCT 
G:JJCC P:JJC higit 413 2 		Context - Binubuo|VBTR ng|CCB *higit|JJC* sa|CCT 120|CDB 
G:JJCC P:JJC lalo 1701 24 		Context - ito|PRO ,|PMC *lalo|JJC* na|CCP sa|CCT 
G:JJCC P:JJC lalo 2182 36 		Context - o|CCT ,|PMC *lalo|JJC* na|CCP bilang|CCT 
G:JJCC P:JJC lalo 2952 5 		Context - ito|PRO ,|PMC *lalo|JJC* na|CCP kasama|CCB 
G:JJCC P:JJC mahigit 2343 5 		Context - binubuo|VBTR ng|CCB *mahigit|JJC* 170,000|CDB patagong|NNC_CCP 
G:JJCC P:JJC mahigit 398 25 		Context - 600|CDB %|PMS *mahigit|JJC* na|CCP Patagonian|NNP 
G:JJCC P:JJC mahigit 399 40 		Context - dagat|NNC na|CCP *mahigit|JJC* kumulang|VBAF 50|CDB 
G:JJCC P:JJC mahigit 67 37 		Context - depinisyon|NNC ,|PMC *mahigit|JJC* 50°|NNP T|NNP 
G:JJCC P:JJCS lalung-lalo 1959 6 		Context - ay|LM suportado|JJD *lalung-lalo|JJCS* na|CCP ang|DTC 
G:JJCC P:JJC_CCP kasing 2499 14 		Context - na|CCP ginawang|VBTS_CCP *kasing|JJC_CCP* taas|NNC ng_mga|DTCP 
G:JJCC P:JJD Medyo 1131 0 		Context - *Medyo|JJD* muling|RBW_CCP nabawi|VBTS 
G:JJCC P:JJD mahigit 1091 18 		Context - populasyon|NNC na|CCP *mahigit|JJD* sa|CCT 7|CDB 
G:JJCC P:JJD mahigit 1382 6 		Context - komite|NNC ng|CCB *mahigit|JJD* na|CCP 30|CDB 
G:JJCC P:JJD mahigit 2434 12 		Context - pagpasok|NNC ng|CCB *mahigit|JJD* 250,000|CDB na|CCP 
G:JJCC P:JJD mahigit 685 14 		Context - liwanag|NNC ng|CCB *mahigit|JJD* na|CCP tatlong|JJN_CCP 
G:JJCC P:JJD mayhigit 1358 66 		Context - ,|PMC na|CCP *mayhigit|JJD* na|CCP nakakalamang|VBTR 
G:JJCC P:JJD medyo 2029 23 		Context - ng|CCB "|PMS *medyo|JJD* posibleng|RBT_CCP maling|JJD_CCP 
G:JJCC P:JJD medyo 2502 14 		Context - nagdadala|VBTR ng|CCB *medyo|JJD* mainit-init|JJD at|CCA 
G:JJCC P:VBW magkasingtunog 564 7 		Context - ibon|NNC at|CCA *magkasingtunog|VBW* ito|PRO sa|CCT 
G:JJCC_CCP P:JJCC lalong 2153 5 		Context - sailids|FW ay|LM *lalong|JJCC* mas|JJCC makapal|JJD 
G:JJCC_CCP P:JJCC lalong 2997 4 		Context - ,|PMC naging|VBTS *lalong|JJCC* kasiya-siya|JJD siya|PRS 
G:JJCC_JJD P:VBW magkasingtindi 2140 1 		Context - Hindi|RBF *magkasingtindi|VBW* ng_mga|DTCP pagkubkob|NNC 
G:JJCN P:FW Di 2496 0 		Context - *Di|FW* gaya_ng|JJC buwan|NNC 
G:JJCN P:JJD hindi-militar 1806 65 		Context - pagsalin|NNC ng|CCB *hindi-militar|JJD* na|CCP teknolohiyang|NNC_CCP 
G:JJCN P:RBF di 2664 4 		Context - dito|PRL ,|PMC *di|RBF* tulad_ng|JJC kumbensyonal|JJD 
G:JJCN_CCP P:RBF_CCP di-makatwirang 2293 8 		Context - magpataw|VBW ng|CCB *di-makatwirang|RBF_CCP* patakaran|NNC sa|CCT 
G:JJCN_CCP P:RBF_CCP di-pangkaraniwang 628 20 		Context - sa|CCT mga|DTCP *di-pangkaraniwang|RBF_CCP* titulo|NNC na|CCP 
G:JJCS P:CCT Labis 766 0 		Context - *Labis|CCT* na|CCP bihirang|JJD_CCP 
G:JJCS P:JJCS_JJD Napakabihira 307 0 		Context - *Napakabihira|JJCS_JJD* ng|CCB sanhing|NNC_CCP 
G:JJCS P:JJCS_JJD Napakahalaga 698 0 		Context - *Napakahalaga|JJCS_JJD* sa|CCT isang|PRI_CCP 
G:JJCS P:JJCS_JJD pinakatemplo 927 14 		Context - anyo|NNC ng|CCB *pinakatemplo|JJCS_JJD* .|PMP 
G:JJCS P:JJCS_JJD_CCP pinakasaligang 565 1 		Context - Sa|CCT *pinakasaligang|JJCS_JJD_CCP* antas|NNC ,|PMC 
G:JJCS P:JJD seryoso 1502 11 		Context - ng|CCB “|RBD *seryoso|JJD* �?|NNC na|CCP 
G:JJCS P:JJD sukdulan 1670 3 		Context - iba|PRI pang|RBI_CCP *sukdulan|JJD* ,|PMC ang|DTC 
G:JJCS P:JJD sukdulan 2821 14 		Context - kasama|CCB ang|DTC *sukdulan|JJD* paggalang|NNC at|CCA 
G:JJCS P:RBD lubos 1775 26 		Context - Tutu|NNP na|CCP *lubos|RBD* niyang|PRS_CCP ikinalungkot|VBTS 
G:JJCS P:RBD lubos 1887 25 		Context - kung|RBK saan|RBQ *lubos|RBD* na|CCP napuspos|VBTS 
G:JJCS P:RBD lubos 2614 16 		Context - kanilang|PRSP_CCP kalakhang|NNC_CCP *lubos|RBD* na|CCP biswal|JJD 
G:JJCS P:RBD lubos 2920 5 		Context - nagdadagdag|VBTR ng|CCB *lubos|RBD* sa|CCT panganib|NNC 
G:JJCS P:RBD masyado 1854 26 		Context - inilunsad|VBTS na|RBI *masyado|RBD* malayo|JJD )|PMS 
G:JJCS P:RBD masyado 2624 3 		Context - hindi|RBF naman|RBI *masyado|RBD* ginagamit|VBTR ang|DTC 
G:JJCS P:RBD_CCP sobra-sobrang 2671 10 		Context - at|CCA naging|VBTS *sobra-sobrang|RBD_CCP* mahal|RBD ,|PMC 
G:JJCS_CCP P:JJCS_JJD_CCP napakaraming 1158 33 		Context - nagdadala|VBTR sa|CCT *napakaraming|JJCS_JJD_CCP* alternatibong|JJD_CCP musika|NNC 
G:JJCS_CCP P:JJD_CCP sobrang 818 22 		Context - “|NNC mga|DTCP *sobrang|JJD_CCP* tulin|NNC na|CCP 
G:JJCS_CCP P:RBD_CCP masyadong 2403 31 		Context - ay|LM hindi|RBF *masyadong|RBD_CCP* ginagamit|VBTR sa|CCT 
G:JJCS_CCP P:RBT_CCP sadyang 1444 8 		Context - Hale-Bopp|NNP ,|PMC *sadyang|RBT_CCP* maganda|JJD at|CCA 
G:JJCS_JJC P:JJCS_JJD pinakapareho 769 17 		Context - gumagamit|VBTR_VBAF ng|CCB *pinakapareho|JJCS_JJD* na|CCP molekyul|NNC 
G:JJCS_JJD P:JJCS_JJD_CCP pinakakulang 657 30 		Context - kernel|FW ang|DTC *pinakakulang|JJCS_JJD_CCP* nito|PRO .|PMP 
G:JJCS_JJD P:JJCS_JJD_CCP pinakamalaking 1151 6 		Context - ,|PMC ang|DTC *pinakamalaking|JJCS_JJD_CCP* lungsod|NNC sa|CCT 
G:JJCS_JJD P:JJCS_JJD_CCP pinalaking 1214 4 		Context - rolya|NNC sa|CCT *pinalaking|JJCS_JJD_CCP* .30-06|CDB Springfield|NNP 
G:JJCS_JJD P:JJCS_JJN pinakauna 1068 8 		Context - nito|PRO ,|PMC *pinakauna|JJCS_JJN* ang|DTC angiosperms|FW 
G:JJCS_JJD P:NNP Pinakamalalim 213 22 		Context - Tanganyika|NNP (|PMS *Pinakamalalim|NNP* na|CCP lawa|NNC 
G:JJCS_JJD P:VBTR napakaliwanag 794 10 		Context - araw|NNC dahil|CCR *napakaliwanag|VBTR* nito|PRO ,|PMC 
G:JJCS_JJD P:VBTR pinasimple 0 1 		Context - Sobrang|RBD_CCP *pinasimple|VBTR* ang|DTC kalkulasyon|NNC 
G:JJCS_JJD P:VBTS Napakalaki 2992 0 		Context - *Napakalaki|VBTS* rin|RBI ng|CCB 
G:JJCS_JJD P:VBTS Napakamaliwanag 1277 0 		Context - *Napakamaliwanag|VBTS* nito|PRO batay_sa|RBR 
G:JJCS_JJD_CCP P:JJCS_JJD pinakamagaling 1240 3 		Context - Court|NNP ang|DTC *pinakamagaling|JJCS_JJD* na|CCP babaeng|JJD_CCP 
G:JJCS_JJD_CCP P:JJCS_JJD pinakamaimpluwensya 2687 4 		Context - One|NNP na|CCP *pinakamaimpluwensya|JJCS_JJD* ng|CCB banda|NNC 
G:JJCS_JJD_CCP P:JJD_CCP napakagandang 1061 13 		Context - paggamit|NNC ng|CCB *napakagandang|JJD_CCP* sistema|NNC ng|CCB 
G:JJCS_JJD_CCP P:JJD_CCP napakahabang 1341 2 		Context - Nangangahulugan|VBTR ang|DTC *napakahabang|JJD_CCP* panahon|NNC ng|CCB 
G:JJCS_JJD_CCP P:JJD_CCP napakahabang 370 14 		Context - Albania|NNP sa|CCT *napakahabang|JJD_CCP* panahon|NNC ,|PMC 
G:JJCS_JJD_CCP P:VBTS Napakaraming 2180 0 		Context - *Napakaraming|VBTS* estatwa|NNC at|CCA 
G:JJCS_JJN_CCP P:JJCS_JJD_CCP pinakaunang 3009 3 		Context - kapareho|JJC sa|CCT *pinakaunang|JJCS_JJD_CCP* mga|DTCP karakter|NNC 
G:JJCS_RBF P:JJCS_JJD pinakahindi 207 4 		Context - isagawa|VBOF ang_mga|DTCP *pinakahindi|JJCS_JJD* nakahihimasok|VBTR na|CCP 
G:JJCS_VBOF P:JJCS_JJD napaka-pinalakas 2185 20 		Context - hukbo|NNC ang|DTC *napaka-pinalakas|JJCS_JJD* na|CCP posisyon|NNC 
G:JJCS_VBTS P:JJCS_JJD_CCP pinakananggaling 2421 19 		Context - ito|PRO ngunit|CCT *pinakananggaling|JJCS_JJD_CCP* ito|PRO sa|CCT 
G:JJCS_VBW P:JJCS_JJD pinakamapagkukuhanang-totohanan 1962 6 		Context - kabilang|CCT sa|CCT *pinakamapagkukuhanang-totohanan|JJCS_JJD* aspekto|NNC ng|CCB 
G:JJC_CCP P:JJD_CCP iba’t_ibang 2323 1 		Context - Ang|DTC *iba’t_ibang|JJD_CCP* “|NNC geologic|FW 
G:JJC_CCP P:JJD_CCP kaparehong 1837 1 		Context - Ang|DTC *kaparehong|JJD_CCP* kultura|NNC ,|PMC 
G:JJC_CCP P:NNP Kaparehong 2784 9 		Context - ,|PMC “|FW *Kaparehong|NNP* pangalan|NNC ang|DTC 
G:JJC_JJD P:JJCC_JJD kasingliit 974 17 		Context - ito|PRO sa_pamamagitan_ng|CCT *kasingliit|JJCC_JJD* ng|CCB dalawang|JJN_CCP 
G:JJD P:CCB kabilang 1728 38 		Context - hanggang|RBW sa|CCT *kabilang|CCB* ibayo|NNC ng|CCB 
G:JJD P:CCB kabilang 415 10 		Context - isang|PRI_CCP hindi|RBF *kabilang|CCB* na|CCP pangalan|NNC 
G:JJD P:CCB kasabay 807 21 		Context - mula_sa|RBL silangan|JJD *kasabay|CCB* ng|CCB pagsira|NNC 
G:JJD P:CCB kasabay 883 11 		Context - ika-18|JJN siglo|NNC *kasabay|CCB* ng|CCB pagbuo|NNC 
G:JJD P:CCT Kasunod 1600 0 		Context - *Kasunod|CCT* ng|CCB kanilang|PRSP_CCP 
G:JJD P:CCT Kasunod 1856 0 		Context - *Kasunod|CCT* ng|CCB Rebolusyon|NNP 
G:JJD P:CCT Kasunod 2098 0 		Context - *Kasunod|CCT* nito|PRO ang|DTC 
G:JJD P:CCT Kasunod 2673 0 		Context - *Kasunod|CCT* ng|CCB Night_of_the_Living_Dead|NNP 
G:JJD P:CCT bukod 461 12 		Context - runner|NNC ,|PMC *bukod|CCT* sa|CCT iba|PRI 
G:JJD P:CDB unahan 1188 34 		Context - ang|DTC kanilang|PRSP_CCP *unahan|CDB* na|CCP mga|DTCP 
G:JJD P:CDB unahan 1414 13 		Context - ginagawa|VBTR sa|CCT *unahan|CDB* ng|CCB highway|FW 
G:JJD P:CDB unahan 1487 11 		Context - Portugal|NNP sa|CCT *unahan|CDB* ng|CCB nababagong|VBTS_CCP 
G:JJD P:CDB unahan 447 10 		Context - maintindihan|VBW hanggang|RBW *unahan|CDB* ng|CCB ikadalawampu|JJN 
G:JJD P:FW acidic 2885 33 		Context - antiseptiko|NNC at|CCA *acidic|FW* na|CCP kapaligiran|NNC 
G:JJD P:FW berde-dilaw 2691 28 		Context - liwanag|NNC (|PMS *berde-dilaw|FW* )|PMS o|CCT 
G:JJD P:FW dikit-dikit 79 5 		Context - binubuo|VBTR ng|CCB *dikit-dikit|FW* na|CCP nucleotides|FW 
G:JJD P:FW illegal 398 6 		Context - stock|FW dahil_sa|RBP *illegal|FW* ,|PMC unreported|FW 
